idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
38,2,2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",No.,Hold on.,She does not,She did not
39,2,3,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",No.,"Hang on, hang on.",She did not,She does not
40,2,3,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",No.,"Hang on, hang on.",She does not,She did not
41,2,4,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",That's not true.,Wait no.,She did not,She does not
42,2,4,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",That's not true.,Wait no.,She does not,She did not
43,2,5,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",That's not true.,"Hey, wait a minute.",She did not,She does not
44,2,5,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",That's not true.,"Hey, wait a minute.",She does not,She did not
45,2,6,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",That's not true.,Hold on.,She did not,She does not
46,2,6,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",That's not true.,Hold on.,She does not,She did not
47,2,7,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",That's not true.,"Hang on, hang on.",She did not,She does not
48,2,7,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",That's not true.,"Hang on, hang on.",She does not,She did not
49,2,8,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",I doubt that.,Wait no.,She did not,She does not
50,2,8,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",I doubt that.,Wait no.,She does not,She did not
51,2,9,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",I doubt that.,"Hey, wait a minute.",She did not,She does not
52,2,9,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",I doubt that.,"Hey, wait a minute.",She does not,She did not
53,2,10,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",I doubt that.,Hold on.,She did not,She does not
54,2,10,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",I doubt that.,Hold on.,She does not,She did not
55,2,11,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",I doubt that.,"Hang on, hang on.",She did not,She does not
56,2,11,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",I doubt that.,"Hang on, hang on.",She does not,She did not
57,2,12,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",I don't think so.,Wait no.,She did not,She does not
58,2,12,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",I don't think so.,Wait no.,She does not,She did not
59,2,13,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",I don't think so.,"Hey, wait a minute.",She did not,She does not
60,2,13,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",I don't think so.,"Hey, wait a minute.",She does not,She did not
61,2,14,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",I don't think so.,Hold on.,She did not,She does not
62,2,14,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",I don't think so.,Hold on.,She does not,She did not
63,2,15,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",I don't think so.,"Hang on, hang on.",She did not,She does not
64,2,15,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",I don't think so.,"Hang on, hang on.",She does not,She did not
65,3,0,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",No.,Wait no.,He did not,He does not
66,3,0,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",No.,Wait no.,He does not,He did not
67,3,1,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",No.,"Hey, wait a minute.",He did not,He does not
68,3,1,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",No.,"Hey, wait a minute.",He does not,He did not
69,3,2,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",No.,Hold on.,He did not,He does not
70,3,2,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",No.,Hold on.,He does not,He did not
71,3,3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",No.,"Hang on, hang on.",He did not,He does not
72,3,3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",No.,"Hang on, hang on.",He does not,He did not
73,3,4,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",That's not true.,Wait no.,He did not,He does not
74,3,4,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",That's not true.,Wait no.,He does not,He did not
75,3,5,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",That's not true.,"Hey, wait a minute.",He did not,He does not
76,3,5,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",That's not true.,"Hey, wait a minute.",He does not,He did not
77,3,6,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",That's not true.,Hold on.,He did not,He does not
78,3,6,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",That's not true.,Hold on.,He does not,He did not
79,3,7,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",That's not true.,"Hang on, hang on.",He did not,He does not
80,3,7,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",That's not true.,"Hang on, hang on.",He does not,He did not
81,3,8,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",I doubt that.,Wait no.,He did not,He does not
82,3,8,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",I doubt that.,Wait no.,He does not,He did not
83,3,9,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",I doubt that.,"Hey, wait a minute.",He did not,He does not
84,3,9,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",I doubt that.,"Hey, wait a minute.",He does not,He did not
85,3,10,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",I doubt that.,Hold on.,He did not,He does not
86,3,10,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",I doubt that.,Hold on.,He does not,He did not
87,3,11,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",I doubt that.,"Hang on, hang on.",He did not,He does not
88,3,11,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",I doubt that.,"Hang on, hang on.",He does not,He did not
89,3,12,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",I don't think so.,Wait no.,He did not,He does not
90,3,12,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",I don't think so.,Wait no.,He does not,He did not
91,3,13,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",I don't think so.,"Hey, wait a minute.",He did not,He does not
92,3,13,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",I don't think so.,"Hey, wait a minute.",He does not,He did not
93,3,14,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",I don't think so.,Hold on.,He did not,He does not
94,3,14,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",I don't think so.,Hold on.,He does not,He did not
95,3,15,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",I don't think so.,"Hang on, hang on.",He did not,He does not
96,3,15,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",I don't think so.,"Hang on, hang on.",He does not,He did not
97,4,0,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",No.,Wait no.,She did not,She does not
98,4,0,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",No.,Wait no.,She does not,She did not
99,4,1,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",No.,"Hey, wait a minute.",She did not,She does not
100,4,1,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",No.,"Hey, wait a minute.",She does not,She did not
101,4,2,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",No.,Hold on.,She did not,She does not
102,4,2,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",No.,Hold on.,She does not,She did not
103,4,3,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",No.,"Hang on, hang on.",She did not,She does not
104,4,3,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",No.,"Hang on, hang on.",She does not,She did not
105,4,4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",That's not true.,Wait no.,She did not,She does not
106,4,4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",That's not true.,Wait no.,She does not,She did not
107,4,5,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",That's not true.,"Hey, wait a minute.",She did not,She does not
108,4,5,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",That's not true.,"Hey, wait a minute.",She does not,She did not
109,4,6,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",That's not true.,Hold on.,She did not,She does not
110,4,6,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",That's not true.,Hold on.,She does not,She did not
111,4,7,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",That's not true.,"Hang on, hang on.",She did not,She does not
112,4,7,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",That's not true.,"Hang on, hang on.",She does not,She did not
113,4,8,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",I doubt that.,Wait no.,She did not,She does not
114,4,8,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",I doubt that.,Wait no.,She does not,She did not
115,4,9,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",I doubt that.,"Hey, wait a minute.",She did not,She does not
116,4,9,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",I doubt that.,"Hey, wait a minute.",She does not,She did not
117,4,10,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",I doubt that.,Hold on.,She did not,She does not
118,4,10,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",I doubt that.,Hold on.,She does not,She did not
119,4,11,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",I doubt that.,"Hang on, hang on.",She did not,She does not
120,4,11,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",I doubt that.,"Hang on, hang on.",She does not,She did not
121,4,12,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",I don't think so.,Wait no.,She did not,She does not
122,4,12,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",I don't think so.,Wait no.,She does not,She did not
123,4,13,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",I don't think so.,"Hey, wait a minute.",She did not,She does not
124,4,13,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",I don't think so.,"Hey, wait a minute.",She does not,She did not
125,4,14,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",I don't think so.,Hold on.,She did not,She does not
126,4,14,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",I don't think so.,Hold on.,She does not,She did not
127,4,15,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",I don't think so.,"Hang on, hang on.",She did not,She does not
128,4,15,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",I don't think so.,"Hang on, hang on.",She does not,She did not
129,5,0,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",No.,Wait no.,She did not,She does not
130,5,0,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",No.,Wait no.,She does not,She did not
131,5,1,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",No.,"Hey, wait a minute.",She did not,She does not
132,5,1,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",No.,"Hey, wait a minute.",She does not,She did not
133,5,2,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",No.,Hold on.,She did not,She does not
134,5,2,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",No.,Hold on.,She does not,She did not
135,5,3,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",No.,"Hang on, hang on.",She did not,She does not
136,5,3,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",No.,"Hang on, hang on.",She does not,She did not
137,5,4,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",That's not true.,Wait no.,She did not,She does not
138,5,4,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",That's not true.,Wait no.,She does not,She did not
139,5,5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",That's not true.,"Hey, wait a minute.",She did not,She does not
140,5,5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",That's not true.,"Hey, wait a minute.",She does not,She did not
141,5,6,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",That's not true.,Hold on.,She did not,She does not
142,5,6,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",That's not true.,Hold on.,She does not,She did not
143,5,7,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",That's not true.,"Hang on, hang on.",She did not,She does not
144,5,7,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",That's not true.,"Hang on, hang on.",She does not,She did not
145,5,8,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",I doubt that.,Wait no.,She did not,She does not
146,5,8,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",I doubt that.,Wait no.,She does not,She did not
147,5,9,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",I doubt that.,"Hey, wait a minute.",She did not,She does not
148,5,9,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",I doubt that.,"Hey, wait a minute.",She does not,She did not
149,5,10,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",I doubt that.,Hold on.,She did not,She does not
150,5,10,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",I doubt that.,Hold on.,She does not,She did not
151,5,11,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",I doubt that.,"Hang on, hang on.",She did not,She does not
152,5,11,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",I doubt that.,"Hang on, hang on.",She does not,She did not
153,5,12,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",I don't think so.,Wait no.,She did not,She does not
154,5,12,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",I don't think so.,Wait no.,She does not,She did not
155,5,13,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",I don't think so.,"Hey, wait a minute.",She did not,She does not
156,5,13,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",I don't think so.,"Hey, wait a minute.",She does not,She did not
157,5,14,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",I don't think so.,Hold on.,She did not,She does not
158,5,14,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",I don't think so.,Hold on.,She does not,She did not
159,5,15,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",I don't think so.,"Hang on, hang on.",She did not,She does not
160,5,15,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",I don't think so.,"Hang on, hang on.",She does not,She did not
161,6,0,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",No.,Wait no.,She did not,She does not
162,6,0,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",No.,Wait no.,She does not,She did not
163,6,1,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",No.,"Hey, wait a minute.",She did not,She does not
164,6,1,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",No.,"Hey, wait a minute.",She does not,She did not
165,6,2,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",No.,Hold on.,She did not,She does not
166,6,2,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",No.,Hold on.,She does not,She did not
167,6,3,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",No.,"Hang on, hang on.",She did not,She does not
168,6,3,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",No.,"Hang on, hang on.",She does not,She did not
169,6,4,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",That's not true.,Wait no.,She did not,She does not
170,6,4,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",That's not true.,Wait no.,She does not,She did not
171,6,5,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",That's not true.,"Hey, wait a minute.",She did not,She does not
172,6,5,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",That's not true.,"Hey, wait a minute.",She does not,She did not
173,6,6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",That's not true.,Hold on.,She did not,She does not
174,6,6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",That's not true.,Hold on.,She does not,She did not
175,6,7,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",That's not true.,"Hang on, hang on.",She did not,She does not
176,6,7,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",That's not true.,"Hang on, hang on.",She does not,She did not
177,6,8,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",I doubt that.,Wait no.,She did not,She does not
178,6,8,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",I doubt that.,Wait no.,She does not,She did not
179,6,9,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",I doubt that.,"Hey, wait a minute.",She did not,She does not
180,6,9,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",I doubt that.,"Hey, wait a minute.",She does not,She did not
181,6,10,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",I doubt that.,Hold on.,She did not,She does not
182,6,10,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",I doubt that.,Hold on.,She does not,She did not
183,6,11,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",I doubt that.,"Hang on, hang on.",She did not,She does not
184,6,11,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",I doubt that.,"Hang on, hang on.",She does not,She did not
185,6,12,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",I don't think so.,Wait no.,She did not,She does not
186,6,12,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",I don't think so.,Wait no.,She does not,She did not
187,6,13,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",I don't think so.,"Hey, wait a minute.",She did not,She does not
188,6,13,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",I don't think so.,"Hey, wait a minute.",She does not,She did not
189,6,14,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",I don't think so.,Hold on.,She did not,She does not
190,6,14,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",I don't think so.,Hold on.,She does not,She did not
191,6,15,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",I don't think so.,"Hang on, hang on.",She did not,She does not
192,6,15,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",I don't think so.,"Hang on, hang on.",She does not,She did not
