idx,cont_type,cont_target,avg_logprob,model_name
14,lexical overlap,arc,-3.43522253036499,EleutherAI_pythia-12b-deduped
14,lexical overlap,mc,-3.546319818496704,EleutherAI_pythia-12b-deduped
14,situational inference,arc,-3.5799166202545165,EleutherAI_pythia-12b-deduped
14,situational inference,mc,-3.8344447135925295,EleutherAI_pythia-12b-deduped
15,event association,arc,-3.6779383182525636,EleutherAI_pythia-12b-deduped
15,event association,mc,-3.9386642932891847,EleutherAI_pythia-12b-deduped
15,lexical overlap,arc,-3.675869846343994,EleutherAI_pythia-12b-deduped
15,lexical overlap,mc,-3.7026525020599363,EleutherAI_pythia-12b-deduped
15,situational inference,arc,-3.884496641159058,EleutherAI_pythia-12b-deduped
15,situational inference,mc,-3.6633365154266357,EleutherAI_pythia-12b-deduped
16,event association,arc,-3.718551206588745,EleutherAI_pythia-12b-deduped
16,event association,mc,-3.539498805999756,EleutherAI_pythia-12b-deduped
16,lexical overlap,arc,-3.690219020843506,EleutherAI_pythia-12b-deduped
16,lexical overlap,mc,-3.5372808933258058,EleutherAI_pythia-12b-deduped
16,situational inference,arc,-3.6644877433776855,EleutherAI_pythia-12b-deduped
16,situational inference,mc,-3.5740585327148438,EleutherAI_pythia-12b-deduped
17,event association,arc,-3.9977895259857177,EleutherAI_pythia-12b-deduped
17,event association,mc,-4.0761199474334715,EleutherAI_pythia-12b-deduped
17,lexical overlap,arc,-3.7571377754211426,EleutherAI_pythia-12b-deduped
17,lexical overlap,mc,-3.7752363204956056,EleutherAI_pythia-12b-deduped
17,situational inference,arc,-3.9818806648254395,EleutherAI_pythia-12b-deduped
17,situational inference,mc,-3.9524576663970947,EleutherAI_pythia-12b-deduped
18,event association,arc,-3.899814558029175,EleutherAI_pythia-12b-deduped
18,event association,mc,-3.7755805015563966,EleutherAI_pythia-12b-deduped
18,lexical overlap,arc,-3.7520561695098875,EleutherAI_pythia-12b-deduped
18,lexical overlap,mc,-3.675256681442261,EleutherAI_pythia-12b-deduped
18,situational inference,arc,-3.913111925125122,EleutherAI_pythia-12b-deduped
18,situational inference,mc,-3.9049386978149414,EleutherAI_pythia-12b-deduped
19,event association,arc,-3.757456970214844,EleutherAI_pythia-12b-deduped
19,event association,mc,-3.716717576980591,EleutherAI_pythia-12b-deduped
19,lexical overlap,arc,-3.64351749420166,EleutherAI_pythia-12b-deduped
19,lexical overlap,mc,-3.4621527194976807,EleutherAI_pythia-12b-deduped
19,situational inference,arc,-3.472955322265625,EleutherAI_pythia-12b-deduped
19,situational inference,mc,-3.7584652423858644,EleutherAI_pythia-12b-deduped
20,event association,arc,-3.710623598098755,EleutherAI_pythia-12b-deduped
20,event association,mc,-3.527371883392334,EleutherAI_pythia-12b-deduped
20,lexical overlap,arc,-3.716603660583496,EleutherAI_pythia-12b-deduped
20,lexical overlap,mc,-3.5220601558685303,EleutherAI_pythia-12b-deduped
20,situational inference,arc,-3.6435497760772706,EleutherAI_pythia-12b-deduped
20,situational inference,mc,-3.523371696472168,EleutherAI_pythia-12b-deduped
21,event association,arc,-3.378613567352295,EleutherAI_pythia-12b-deduped
21,event association,mc,-3.6947519779205322,EleutherAI_pythia-12b-deduped
21,lexical overlap,arc,-3.615358591079712,EleutherAI_pythia-12b-deduped
21,lexical overlap,mc,-3.3927260875701903,EleutherAI_pythia-12b-deduped
21,situational inference,arc,-3.625407409667969,EleutherAI_pythia-12b-deduped
21,situational inference,mc,-3.755203056335449,EleutherAI_pythia-12b-deduped
22,event association,arc,-4.1895544052124025,EleutherAI_pythia-12b-deduped
22,event association,mc,-4.097439527511597,EleutherAI_pythia-12b-deduped
22,lexical overlap,arc,-4.056990051269532,EleutherAI_pythia-12b-deduped
22,lexical overlap,mc,-3.948305368423462,EleutherAI_pythia-12b-deduped
22,situational inference,arc,-4.227811193466186,EleutherAI_pythia-12b-deduped
22,situational inference,mc,-4.02511944770813,EleutherAI_pythia-12b-deduped
23,event association,arc,-3.528914451599121,EleutherAI_pythia-12b-deduped
23,event association,mc,-3.487474775314331,EleutherAI_pythia-12b-deduped
23,lexical overlap,arc,-3.3589298248291017,EleutherAI_pythia-12b-deduped
23,lexical overlap,mc,-3.4631396770477294,EleutherAI_pythia-12b-deduped
23,situational inference,arc,-3.482488012313843,EleutherAI_pythia-12b-deduped
23,situational inference,mc,-3.4889652252197267,EleutherAI_pythia-12b-deduped
24,event association,arc,-3.7783891677856447,EleutherAI_pythia-12b-deduped
24,event association,mc,-3.902722120285034,EleutherAI_pythia-12b-deduped
24,lexical overlap,arc,-3.728991985321045,EleutherAI_pythia-12b-deduped
24,lexical overlap,mc,-3.783552122116089,EleutherAI_pythia-12b-deduped
24,situational inference,arc,-3.771865701675415,EleutherAI_pythia-12b-deduped
24,situational inference,mc,-3.935652732849121,EleutherAI_pythia-12b-deduped
25,event association,arc,-3.87260103225708,EleutherAI_pythia-12b-deduped
25,event association,mc,-3.823637771606445,EleutherAI_pythia-12b-deduped
25,lexical overlap,arc,-3.823068141937256,EleutherAI_pythia-12b-deduped
25,lexical overlap,mc,-3.803508186340332,EleutherAI_pythia-12b-deduped
25,situational inference,arc,-3.765675973892212,EleutherAI_pythia-12b-deduped
25,situational inference,mc,-3.853053665161133,EleutherAI_pythia-12b-deduped
26,event association,arc,-3.7009809494018553,EleutherAI_pythia-12b-deduped
26,event association,mc,-3.6295293807983398,EleutherAI_pythia-12b-deduped
26,lexical overlap,arc,-3.722557306289673,EleutherAI_pythia-12b-deduped
26,lexical overlap,mc,-3.4890049934387206,EleutherAI_pythia-12b-deduped
26,situational inference,arc,-3.727162504196167,EleutherAI_pythia-12b-deduped
26,situational inference,mc,-3.5444414138793947,EleutherAI_pythia-12b-deduped
27,event association,arc,-3.6509343147277833,EleutherAI_pythia-12b-deduped
27,event association,mc,-3.4585854530334474,EleutherAI_pythia-12b-deduped
27,lexical overlap,arc,-3.4700460910797117,EleutherAI_pythia-12b-deduped
27,lexical overlap,mc,-3.405166673660278,EleutherAI_pythia-12b-deduped
27,situational inference,arc,-3.6577023029327393,EleutherAI_pythia-12b-deduped
27,situational inference,mc,-3.74692063331604,EleutherAI_pythia-12b-deduped
28,event association,arc,-3.3076672554016113,EleutherAI_pythia-12b-deduped
28,event association,mc,-3.33236346244812,EleutherAI_pythia-12b-deduped
28,lexical overlap,arc,-3.174475383758545,EleutherAI_pythia-12b-deduped
28,lexical overlap,mc,-3.1300440788269044,EleutherAI_pythia-12b-deduped
28,situational inference,arc,-3.3098700523376463,EleutherAI_pythia-12b-deduped
28,situational inference,mc,-3.433039093017578,EleutherAI_pythia-12b-deduped
29,event association,arc,-3.821210813522339,EleutherAI_pythia-12b-deduped
29,event association,mc,-3.7508824348449705,EleutherAI_pythia-12b-deduped
29,lexical overlap,arc,-3.616996479034424,EleutherAI_pythia-12b-deduped
29,lexical overlap,mc,-3.2668768405914306,EleutherAI_pythia-12b-deduped
29,situational inference,arc,-3.541600465774536,EleutherAI_pythia-12b-deduped
29,situational inference,mc,-3.528922748565674,EleutherAI_pythia-12b-deduped
30,event association,arc,-3.968303394317627,EleutherAI_pythia-12b-deduped
30,event association,mc,-4.080093002319336,EleutherAI_pythia-12b-deduped
30,lexical overlap,arc,-3.960062837600708,EleutherAI_pythia-12b-deduped
30,lexical overlap,mc,-3.822073459625244,EleutherAI_pythia-12b-deduped
30,situational inference,arc,-4.24751877784729,EleutherAI_pythia-12b-deduped
30,situational inference,mc,-4.188717317581177,EleutherAI_pythia-12b-deduped
