idx,cont_type,cont_target,avg_logprob,model_name
17,event association,mc,-4.26035623550415,gpt2-xl
17,lexical overlap,arc,-3.8746803283691404,gpt2-xl
17,lexical overlap,mc,-3.9331775188446043,gpt2-xl
17,situational inference,arc,-4.193075466156006,gpt2-xl
17,situational inference,mc,-4.103290176391601,gpt2-xl
18,event association,arc,-4.011018896102906,gpt2-xl
18,event association,mc,-3.6986660957336426,gpt2-xl
18,lexical overlap,arc,-3.705416965484619,gpt2-xl
18,lexical overlap,mc,-3.5297650337219237,gpt2-xl
18,situational inference,arc,-3.917278528213501,gpt2-xl
18,situational inference,mc,-3.839572286605835,gpt2-xl
19,event association,arc,-3.8048726081848145,gpt2-xl
19,event association,mc,-3.685516691207886,gpt2-xl
19,lexical overlap,arc,-3.6614404201507567,gpt2-xl
19,lexical overlap,mc,-3.4372300624847414,gpt2-xl
19,situational inference,arc,-3.478324460983276,gpt2-xl
19,situational inference,mc,-3.818319082260132,gpt2-xl
20,event association,arc,-3.953921413421631,gpt2-xl
20,event association,mc,-3.77346510887146,gpt2-xl
20,lexical overlap,arc,-3.986876344680786,gpt2-xl
20,lexical overlap,mc,-3.74613094329834,gpt2-xl
20,situational inference,arc,-3.921315336227417,gpt2-xl
20,situational inference,mc,-3.7570534706115724,gpt2-xl
21,event association,arc,-3.715671014785767,gpt2-xl
21,event association,mc,-3.962086820602417,gpt2-xl
21,lexical overlap,arc,-3.9704411029815674,gpt2-xl
21,lexical overlap,mc,-3.6898444652557374,gpt2-xl
21,situational inference,arc,-4.011403942108155,gpt2-xl
21,situational inference,mc,-4.048376178741455,gpt2-xl
22,event association,arc,-4.364108371734619,gpt2-xl
22,event association,mc,-4.246211910247803,gpt2-xl
22,lexical overlap,arc,-4.128297996520996,gpt2-xl
22,lexical overlap,mc,-4.118980503082275,gpt2-xl
22,situational inference,arc,-4.326585912704468,gpt2-xl
22,situational inference,mc,-4.202969264984131,gpt2-xl
23,event association,arc,-3.6503035545349123,gpt2-xl
23,event association,mc,-3.6761810302734377,gpt2-xl
23,lexical overlap,arc,-3.468187665939331,gpt2-xl
23,lexical overlap,mc,-3.639819860458374,gpt2-xl
23,situational inference,arc,-3.565928077697754,gpt2-xl
23,situational inference,mc,-3.720665121078491,gpt2-xl
24,event association,arc,-3.9567035675048827,gpt2-xl
24,event association,mc,-3.9878000736236574,gpt2-xl
24,lexical overlap,arc,-3.8521121025085447,gpt2-xl
24,lexical overlap,mc,-3.9175442695617675,gpt2-xl
24,situational inference,arc,-3.870644474029541,gpt2-xl
24,situational inference,mc,-4.06453504562378,gpt2-xl
25,event association,arc,-4.121993064880371,gpt2-xl
25,event association,mc,-4.054629278182984,gpt2-xl
25,lexical overlap,arc,-4.058881044387817,gpt2-xl
25,lexical overlap,mc,-4.060106039047241,gpt2-xl
25,situational inference,arc,-3.964711380004883,gpt2-xl
25,situational inference,mc,-4.097741031646729,gpt2-xl
26,event association,arc,-3.8296075820922852,gpt2-xl
26,event association,mc,-3.6572213172912598,gpt2-xl
26,lexical overlap,arc,-3.7673511505126953,gpt2-xl
26,lexical overlap,mc,-3.5994496822357176,gpt2-xl
26,situational inference,arc,-3.796040391921997,gpt2-xl
26,situational inference,mc,-3.650497627258301,gpt2-xl
27,event association,arc,-3.5728666305541994,gpt2-xl
27,event association,mc,-3.33351616859436,gpt2-xl
27,lexical overlap,arc,-3.3945809841156005,gpt2-xl
27,lexical overlap,mc,-3.346721363067627,gpt2-xl
27,situational inference,arc,-3.501930522918701,gpt2-xl
27,situational inference,mc,-3.6305935859680174,gpt2-xl
28,event association,arc,-3.5653457164764406,gpt2-xl
28,event association,mc,-3.5889933109283447,gpt2-xl
28,lexical overlap,arc,-3.483150911331177,gpt2-xl
28,lexical overlap,mc,-3.3607861518859865,gpt2-xl
28,situational inference,arc,-3.600181150436401,gpt2-xl
28,situational inference,mc,-3.657835054397583,gpt2-xl
29,event association,arc,-4.019048643112183,gpt2-xl
29,event association,mc,-4.017525768280029,gpt2-xl
29,lexical overlap,arc,-3.848685312271118,gpt2-xl
29,lexical overlap,mc,-3.4759825706481933,gpt2-xl
29,situational inference,arc,-3.8386043071746827,gpt2-xl
29,situational inference,mc,-3.828447389602661,gpt2-xl
30,event association,arc,-4.054202365875244,gpt2-xl
30,event association,mc,-4.189377164840698,gpt2-xl
30,lexical overlap,arc,-4.067773485183716,gpt2-xl
30,lexical overlap,mc,-3.9223186492919924,gpt2-xl
30,situational inference,arc,-4.355171251296997,gpt2-xl
30,situational inference,mc,-4.308862352371216,gpt2-xl
