idx,cont_type,cont_target,avg_logprob,model_name
15,event association,arc,-3.705001163482666,allenai_OLMo-2-1124-7B
15,event association,mc,-3.8106761455535887,allenai_OLMo-2-1124-7B
15,lexical overlap,arc,-3.6701494216918946,allenai_OLMo-2-1124-7B
15,lexical overlap,mc,-3.666173505783081,allenai_OLMo-2-1124-7B
15,situational inference,arc,-3.812391662597656,allenai_OLMo-2-1124-7B
15,situational inference,mc,-3.564095687866211,allenai_OLMo-2-1124-7B
16,event association,arc,-3.6694968223571776,allenai_OLMo-2-1124-7B
16,event association,mc,-3.554503011703491,allenai_OLMo-2-1124-7B
16,lexical overlap,arc,-3.632450532913208,allenai_OLMo-2-1124-7B
16,lexical overlap,mc,-3.5268714904785154,allenai_OLMo-2-1124-7B
16,situational inference,arc,-3.6085402965545654,allenai_OLMo-2-1124-7B
16,situational inference,mc,-3.624293327331543,allenai_OLMo-2-1124-7B
17,event association,arc,-4.082756042480469,allenai_OLMo-2-1124-7B
17,event association,mc,-4.202771949768066,allenai_OLMo-2-1124-7B
17,lexical overlap,arc,-3.97129168510437,allenai_OLMo-2-1124-7B
17,lexical overlap,mc,-3.9053454875946043,allenai_OLMo-2-1124-7B
17,situational inference,arc,-4.1429893493652346,allenai_OLMo-2-1124-7B
17,situational inference,mc,-4.161681413650513,allenai_OLMo-2-1124-7B
18,event association,arc,-3.9699106216430664,allenai_OLMo-2-1124-7B
18,event association,mc,-3.769192361831665,allenai_OLMo-2-1124-7B
18,lexical overlap,arc,-3.7513707160949705,allenai_OLMo-2-1124-7B
18,lexical overlap,mc,-3.690106916427612,allenai_OLMo-2-1124-7B
18,situational inference,arc,-3.8833011627197265,allenai_OLMo-2-1124-7B
18,situational inference,mc,-3.874098300933838,allenai_OLMo-2-1124-7B
19,event association,arc,-4.168872213363647,allenai_OLMo-2-1124-7B
19,event association,mc,-4.0623884201049805,allenai_OLMo-2-1124-7B
19,lexical overlap,arc,-3.9904305934906006,allenai_OLMo-2-1124-7B
19,lexical overlap,mc,-3.940548896789551,allenai_OLMo-2-1124-7B
19,situational inference,arc,-3.8261677265167235,allenai_OLMo-2-1124-7B
19,situational inference,mc,-4.118128633499145,allenai_OLMo-2-1124-7B
20,event association,arc,-3.7597758769989014,allenai_OLMo-2-1124-7B
20,event association,mc,-3.6057287216186524,allenai_OLMo-2-1124-7B
20,lexical overlap,arc,-3.8194753170013427,allenai_OLMo-2-1124-7B
20,lexical overlap,mc,-3.572567319869995,allenai_OLMo-2-1124-7B
20,situational inference,arc,-3.694083881378174,allenai_OLMo-2-1124-7B
20,situational inference,mc,-3.5447337150573732,allenai_OLMo-2-1124-7B
21,event association,arc,-3.4132575511932375,allenai_OLMo-2-1124-7B
21,event association,mc,-3.651537609100342,allenai_OLMo-2-1124-7B
21,lexical overlap,arc,-3.582298517227173,allenai_OLMo-2-1124-7B
21,lexical overlap,mc,-3.3668736457824706,allenai_OLMo-2-1124-7B
21,situational inference,arc,-3.6453022956848145,allenai_OLMo-2-1124-7B
21,situational inference,mc,-3.709919309616089,allenai_OLMo-2-1124-7B
22,event association,arc,-4.249360752105713,allenai_OLMo-2-1124-7B
22,event association,mc,-4.077681350708008,allenai_OLMo-2-1124-7B
22,lexical overlap,arc,-4.043517351150513,allenai_OLMo-2-1124-7B
22,lexical overlap,mc,-4.005721092224121,allenai_OLMo-2-1124-7B
22,situational inference,arc,-4.200124597549438,allenai_OLMo-2-1124-7B
22,situational inference,mc,-4.052789831161499,allenai_OLMo-2-1124-7B
23,event association,arc,-3.365593671798706,allenai_OLMo-2-1124-7B
23,event association,mc,-3.3348201751708983,allenai_OLMo-2-1124-7B
23,lexical overlap,arc,-3.1878865242004393,allenai_OLMo-2-1124-7B
23,lexical overlap,mc,-3.374476099014282,allenai_OLMo-2-1124-7B
23,situational inference,arc,-3.309852123260498,allenai_OLMo-2-1124-7B
23,situational inference,mc,-3.3250240802764894,allenai_OLMo-2-1124-7B
24,event association,arc,-3.9095529079437257,allenai_OLMo-2-1124-7B
24,event association,mc,-4.073627948760986,allenai_OLMo-2-1124-7B
24,lexical overlap,arc,-3.832820987701416,allenai_OLMo-2-1124-7B
24,lexical overlap,mc,-3.9357439994812013,allenai_OLMo-2-1124-7B
24,situational inference,arc,-3.951265335083008,allenai_OLMo-2-1124-7B
24,situational inference,mc,-4.049710512161255,allenai_OLMo-2-1124-7B
25,event association,arc,-3.90479736328125,allenai_OLMo-2-1124-7B
25,event association,mc,-3.7270212173461914,allenai_OLMo-2-1124-7B
25,lexical overlap,arc,-3.816486120223999,allenai_OLMo-2-1124-7B
25,lexical overlap,mc,-3.7087387561798097,allenai_OLMo-2-1124-7B
25,situational inference,arc,-3.6763917446136474,allenai_OLMo-2-1124-7B
25,situational inference,mc,-3.72861385345459,allenai_OLMo-2-1124-7B
26,event association,arc,-3.6290993213653566,allenai_OLMo-2-1124-7B
26,event association,mc,-3.5421541690826417,allenai_OLMo-2-1124-7B
26,lexical overlap,arc,-3.5457669258117677,allenai_OLMo-2-1124-7B
26,lexical overlap,mc,-3.4399173736572264,allenai_OLMo-2-1124-7B
26,situational inference,arc,-3.6086116313934324,allenai_OLMo-2-1124-7B
26,situational inference,mc,-3.543624210357666,allenai_OLMo-2-1124-7B
27,event association,arc,-3.574388790130615,allenai_OLMo-2-1124-7B
27,event association,mc,-3.3425312519073485,allenai_OLMo-2-1124-7B
27,lexical overlap,arc,-3.426767873764038,allenai_OLMo-2-1124-7B
27,lexical overlap,mc,-3.458946943283081,allenai_OLMo-2-1124-7B
27,situational inference,arc,-3.5751315116882325,allenai_OLMo-2-1124-7B
27,situational inference,mc,-3.746881103515625,allenai_OLMo-2-1124-7B
28,event association,arc,-3.3582495212554933,allenai_OLMo-2-1124-7B
28,event association,mc,-3.357966661453247,allenai_OLMo-2-1124-7B
28,lexical overlap,arc,-3.206764841079712,allenai_OLMo-2-1124-7B
28,lexical overlap,mc,-3.1318928241729735,allenai_OLMo-2-1124-7B
28,situational inference,arc,-3.3890265464782714,allenai_OLMo-2-1124-7B
28,situational inference,mc,-3.4554676532745363,allenai_OLMo-2-1124-7B
29,event association,arc,-3.835995626449585,allenai_OLMo-2-1124-7B
29,event association,mc,-3.8001576900482177,allenai_OLMo-2-1124-7B
29,lexical overlap,arc,-3.651074838638306,allenai_OLMo-2-1124-7B
29,lexical overlap,mc,-3.257067346572876,allenai_OLMo-2-1124-7B
29,situational inference,arc,-3.683623933792114,allenai_OLMo-2-1124-7B
29,situational inference,mc,-3.6620997905731203,allenai_OLMo-2-1124-7B
30,event association,arc,-3.8478610515594482,allenai_OLMo-2-1124-7B
30,event association,mc,-3.9809412002563476,allenai_OLMo-2-1124-7B
30,lexical overlap,arc,-3.862527370452881,allenai_OLMo-2-1124-7B
30,lexical overlap,mc,-3.7980820178985595,allenai_OLMo-2-1124-7B
30,situational inference,arc,-4.096998786926269,allenai_OLMo-2-1124-7B
30,situational inference,mc,-4.0137115001678465,allenai_OLMo-2-1124-7B
