idx,cont_type,cont_target,avg_logprob,model_name
17,event association,arc,-4.0870020389556885,EleutherAI_pythia-1.4b-deduped
17,event association,mc,-4.13647084236145,EleutherAI_pythia-1.4b-deduped
17,lexical overlap,arc,-3.8394652366638184,EleutherAI_pythia-1.4b-deduped
17,lexical overlap,mc,-3.8317028999328615,EleutherAI_pythia-1.4b-deduped
17,situational inference,arc,-4.0423118591308596,EleutherAI_pythia-1.4b-deduped
17,situational inference,mc,-4.041563940048218,EleutherAI_pythia-1.4b-deduped
18,event association,arc,-4.090096378326416,EleutherAI_pythia-1.4b-deduped
18,event association,mc,-3.9213538646697996,EleutherAI_pythia-1.4b-deduped
18,lexical overlap,arc,-3.956740713119507,EleutherAI_pythia-1.4b-deduped
18,lexical overlap,mc,-3.7730785369873048,EleutherAI_pythia-1.4b-deduped
18,situational inference,arc,-4.180899620056152,EleutherAI_pythia-1.4b-deduped
18,situational inference,mc,-4.019435071945191,EleutherAI_pythia-1.4b-deduped
19,event association,arc,-3.8776304721832275,EleutherAI_pythia-1.4b-deduped
19,event association,mc,-3.7764336109161376,EleutherAI_pythia-1.4b-deduped
19,lexical overlap,arc,-3.720277786254883,EleutherAI_pythia-1.4b-deduped
19,lexical overlap,mc,-3.4838980197906495,EleutherAI_pythia-1.4b-deduped
19,situational inference,arc,-3.5381274223327637,EleutherAI_pythia-1.4b-deduped
19,situational inference,mc,-3.8376790046691895,EleutherAI_pythia-1.4b-deduped
20,event association,arc,-3.870846652984619,EleutherAI_pythia-1.4b-deduped
20,event association,mc,-3.7074091911315916,EleutherAI_pythia-1.4b-deduped
20,lexical overlap,arc,-3.9014968872070312,EleutherAI_pythia-1.4b-deduped
20,lexical overlap,mc,-3.6552073478698732,EleutherAI_pythia-1.4b-deduped
20,situational inference,arc,-3.822797346115112,EleutherAI_pythia-1.4b-deduped
20,situational inference,mc,-3.647555923461914,EleutherAI_pythia-1.4b-deduped
21,event association,arc,-3.656436729431152,EleutherAI_pythia-1.4b-deduped
21,event association,mc,-3.9395634174346923,EleutherAI_pythia-1.4b-deduped
21,lexical overlap,arc,-3.9449530601501466,EleutherAI_pythia-1.4b-deduped
21,lexical overlap,mc,-3.639764642715454,EleutherAI_pythia-1.4b-deduped
21,situational inference,arc,-3.8765756130218505,EleutherAI_pythia-1.4b-deduped
21,situational inference,mc,-4.03163423538208,EleutherAI_pythia-1.4b-deduped
22,event association,arc,-4.30251669883728,EleutherAI_pythia-1.4b-deduped
22,event association,mc,-4.207659959793091,EleutherAI_pythia-1.4b-deduped
22,lexical overlap,arc,-4.142553234100342,EleutherAI_pythia-1.4b-deduped
22,lexical overlap,mc,-4.037587070465088,EleutherAI_pythia-1.4b-deduped
22,situational inference,arc,-4.363591575622559,EleutherAI_pythia-1.4b-deduped
22,situational inference,mc,-4.098907566070556,EleutherAI_pythia-1.4b-deduped
23,event association,arc,-3.454271984100342,EleutherAI_pythia-1.4b-deduped
23,event association,mc,-3.4688022136688232,EleutherAI_pythia-1.4b-deduped
23,lexical overlap,arc,-3.3349585056304933,EleutherAI_pythia-1.4b-deduped
23,lexical overlap,mc,-3.4910229682922362,EleutherAI_pythia-1.4b-deduped
23,situational inference,arc,-3.4254065990447997,EleutherAI_pythia-1.4b-deduped
23,situational inference,mc,-3.5833677291870116,EleutherAI_pythia-1.4b-deduped
24,event association,arc,-4.036092710494995,EleutherAI_pythia-1.4b-deduped
24,event association,mc,-4.118597030639648,EleutherAI_pythia-1.4b-deduped
24,lexical overlap,arc,-3.928871822357178,EleutherAI_pythia-1.4b-deduped
24,lexical overlap,mc,-4.0342906475067135,EleutherAI_pythia-1.4b-deduped
24,situational inference,arc,-3.9561925888061524,EleutherAI_pythia-1.4b-deduped
24,situational inference,mc,-4.134875392913818,EleutherAI_pythia-1.4b-deduped
25,event association,arc,-4.021374034881592,EleutherAI_pythia-1.4b-deduped
25,event association,mc,-3.919641208648682,EleutherAI_pythia-1.4b-deduped
25,lexical overlap,arc,-3.989802932739258,EleutherAI_pythia-1.4b-deduped
25,lexical overlap,mc,-3.921705389022827,EleutherAI_pythia-1.4b-deduped
25,situational inference,arc,-3.864455318450928,EleutherAI_pythia-1.4b-deduped
25,situational inference,mc,-3.9819504737854006,EleutherAI_pythia-1.4b-deduped
26,event association,arc,-3.74871506690979,EleutherAI_pythia-1.4b-deduped
26,event association,mc,-3.6702897548675537,EleutherAI_pythia-1.4b-deduped
26,lexical overlap,arc,-3.8265946388244627,EleutherAI_pythia-1.4b-deduped
26,lexical overlap,mc,-3.568788242340088,EleutherAI_pythia-1.4b-deduped
26,situational inference,arc,-3.784968709945679,EleutherAI_pythia-1.4b-deduped
26,situational inference,mc,-3.6804113388061523,EleutherAI_pythia-1.4b-deduped
27,event association,arc,-3.6882025718688967,EleutherAI_pythia-1.4b-deduped
27,event association,mc,-3.4795212745666504,EleutherAI_pythia-1.4b-deduped
27,lexical overlap,arc,-3.516581583023071,EleutherAI_pythia-1.4b-deduped
27,lexical overlap,mc,-3.402562475204468,EleutherAI_pythia-1.4b-deduped
27,situational inference,arc,-3.630808925628662,EleutherAI_pythia-1.4b-deduped
27,situational inference,mc,-3.8404659748077394,EleutherAI_pythia-1.4b-deduped
28,event association,arc,-3.414927864074707,EleutherAI_pythia-1.4b-deduped
28,event association,mc,-3.474567699432373,EleutherAI_pythia-1.4b-deduped
28,lexical overlap,arc,-3.328941583633423,EleutherAI_pythia-1.4b-deduped
28,lexical overlap,mc,-3.2150668144226073,EleutherAI_pythia-1.4b-deduped
28,situational inference,arc,-3.439683437347412,EleutherAI_pythia-1.4b-deduped
28,situational inference,mc,-3.5262081146240236,EleutherAI_pythia-1.4b-deduped
29,event association,arc,-3.8321163177490236,EleutherAI_pythia-1.4b-deduped
29,event association,mc,-3.8424530029296875,EleutherAI_pythia-1.4b-deduped
29,lexical overlap,arc,-3.655997133255005,EleutherAI_pythia-1.4b-deduped
29,lexical overlap,mc,-3.293743133544922,EleutherAI_pythia-1.4b-deduped
29,situational inference,arc,-3.672392225265503,EleutherAI_pythia-1.4b-deduped
29,situational inference,mc,-3.65209846496582,EleutherAI_pythia-1.4b-deduped
30,event association,arc,-4.1435394287109375,EleutherAI_pythia-1.4b-deduped
30,event association,mc,-4.281823921203613,EleutherAI_pythia-1.4b-deduped
30,lexical overlap,arc,-4.117258739471436,EleutherAI_pythia-1.4b-deduped
30,lexical overlap,mc,-4.030795669555664,EleutherAI_pythia-1.4b-deduped
30,situational inference,arc,-4.508194208145142,EleutherAI_pythia-1.4b-deduped
30,situational inference,mc,-4.404272174835205,EleutherAI_pythia-1.4b-deduped
