idx,cont_type,cont_target,avg_logprob,model_name
9,situational inference,arc,-3.7230200290679933,gpt2-medium
9,situational inference,mc,-3.6386160850524902,gpt2-medium
10,event association,arc,-3.7945183753967284,gpt2-medium
10,event association,mc,-3.884042263031006,gpt2-medium
10,lexical overlap,arc,-3.9134783267974855,gpt2-medium
10,lexical overlap,mc,-3.78045859336853,gpt2-medium
10,situational inference,arc,-3.8407498836517333,gpt2-medium
10,situational inference,mc,-3.9108062744140626,gpt2-medium
11,event association,arc,-4.2632769584655765,gpt2-medium
11,event association,mc,-4.257768630981445,gpt2-medium
11,lexical overlap,arc,-4.172481346130371,gpt2-medium
11,lexical overlap,mc,-4.352556610107422,gpt2-medium
11,situational inference,arc,-4.18186731338501,gpt2-medium
11,situational inference,mc,-4.289274406433106,gpt2-medium
12,event association,arc,-3.612812852859497,gpt2-medium
12,event association,mc,-3.651225185394287,gpt2-medium
12,lexical overlap,arc,-3.3292801856994627,gpt2-medium
12,lexical overlap,mc,-3.3983623504638674,gpt2-medium
12,situational inference,arc,-3.59571213722229,gpt2-medium
12,situational inference,mc,-3.579074811935425,gpt2-medium
13,event association,arc,-3.542751741409302,gpt2-medium
13,event association,mc,-3.590243768692017,gpt2-medium
13,lexical overlap,arc,-3.206673240661621,gpt2-medium
13,lexical overlap,mc,-3.765541934967041,gpt2-medium
13,situational inference,arc,-3.6924907207489013,gpt2-medium
13,situational inference,mc,-3.5553885459899903,gpt2-medium
14,event association,arc,-3.7039019584655763,gpt2-medium
14,event association,mc,-4.08814492225647,gpt2-medium
14,lexical overlap,arc,-3.568994331359863,gpt2-medium
14,lexical overlap,mc,-3.718363332748413,gpt2-medium
14,situational inference,arc,-3.763618993759155,gpt2-medium
14,situational inference,mc,-4.02159161567688,gpt2-medium
15,event association,arc,-3.9411367893218996,gpt2-medium
15,event association,mc,-4.235118818283081,gpt2-medium
15,lexical overlap,arc,-3.942578983306885,gpt2-medium
15,lexical overlap,mc,-4.00356240272522,gpt2-medium
15,situational inference,arc,-4.10973858833313,gpt2-medium
15,situational inference,mc,-3.956972026824951,gpt2-medium
16,event association,arc,-3.898275899887085,gpt2-medium
16,event association,mc,-3.680472469329834,gpt2-medium
16,lexical overlap,arc,-3.9377379417419434,gpt2-medium
16,lexical overlap,mc,-3.694668197631836,gpt2-medium
16,situational inference,arc,-3.825846862792969,gpt2-medium
16,situational inference,mc,-3.760743188858032,gpt2-medium
17,event association,arc,-4.41185245513916,gpt2-medium
17,event association,mc,-4.51885347366333,gpt2-medium
17,lexical overlap,arc,-4.1930090427398685,gpt2-medium
17,lexical overlap,mc,-4.153139543533325,gpt2-medium
17,situational inference,arc,-4.446829986572266,gpt2-medium
17,situational inference,mc,-4.42407455444336,gpt2-medium
18,event association,arc,-4.059259223937988,gpt2-medium
18,event association,mc,-3.7475438117980957,gpt2-medium
18,lexical overlap,arc,-3.7697543144226073,gpt2-medium
18,lexical overlap,mc,-3.603105354309082,gpt2-medium
18,situational inference,arc,-4.060500431060791,gpt2-medium
18,situational inference,mc,-3.9254383563995363,gpt2-medium
19,event association,arc,-4.015780878067017,gpt2-medium
19,event association,mc,-3.8289554595947264,gpt2-medium
19,lexical overlap,arc,-3.8235775947570803,gpt2-medium
19,lexical overlap,mc,-3.5883116722106934,gpt2-medium
19,situational inference,arc,-3.633732795715332,gpt2-medium
19,situational inference,mc,-3.9502370834350584,gpt2-medium
20,event association,arc,-4.114441299438477,gpt2-medium
20,event association,mc,-3.9391732215881348,gpt2-medium
20,lexical overlap,arc,-4.2232969284057615,gpt2-medium
20,lexical overlap,mc,-3.936937665939331,gpt2-medium
20,situational inference,arc,-4.056886816024781,gpt2-medium
20,situational inference,mc,-3.92347674369812,gpt2-medium
21,event association,arc,-3.8716561794281006,gpt2-medium
21,event association,mc,-4.034041166305542,gpt2-medium
21,lexical overlap,arc,-4.115049743652344,gpt2-medium
21,lexical overlap,mc,-3.7555785179138184,gpt2-medium
21,situational inference,arc,-4.130489873886108,gpt2-medium
21,situational inference,mc,-4.161627388000488,gpt2-medium
22,event association,arc,-4.296078395843506,gpt2-medium
22,event association,mc,-4.28710823059082,gpt2-medium
22,lexical overlap,arc,-4.146637439727783,gpt2-medium
22,lexical overlap,mc,-4.105637264251709,gpt2-medium
22,situational inference,arc,-4.358017683029175,gpt2-medium
22,situational inference,mc,-4.229687213897705,gpt2-medium
23,event association,arc,-3.5377140045166016,gpt2-medium
23,event association,mc,-3.5802753925323487,gpt2-medium
23,lexical overlap,arc,-3.334380102157593,gpt2-medium
23,lexical overlap,mc,-3.5344651222229,gpt2-medium
23,situational inference,arc,-3.5062589168548586,gpt2-medium
23,situational inference,mc,-3.6733920097351076,gpt2-medium
24,event association,arc,-4.048459434509278,gpt2-medium
24,event association,mc,-4.024240922927857,gpt2-medium
24,lexical overlap,arc,-3.914569139480591,gpt2-medium
24,lexical overlap,mc,-3.9449416160583497,gpt2-medium
24,situational inference,arc,-3.955519437789917,gpt2-medium
24,situational inference,mc,-4.099830484390258,gpt2-medium
25,event association,arc,-4.048572397232055,gpt2-medium
25,event association,mc,-3.9322412967681886,gpt2-medium
25,lexical overlap,arc,-4.015258693695069,gpt2-medium
25,lexical overlap,mc,-3.917406177520752,gpt2-medium
25,situational inference,arc,-3.8490715980529786,gpt2-medium
25,situational inference,mc,-4.004649686813354,gpt2-medium
26,event association,arc,-3.9480658531188966,gpt2-medium
26,event association,mc,-3.734962224960327,gpt2-medium
26,lexical overlap,arc,-3.9196125507354735,gpt2-medium
26,lexical overlap,mc,-3.7086275577545167,gpt2-medium
26,situational inference,arc,-3.9543779373168944,gpt2-medium
26,situational inference,mc,-3.825704050064087,gpt2-medium
27,event association,arc,-3.602432918548584,gpt2-medium
27,event association,mc,-3.4300835132598877,gpt2-medium
27,lexical overlap,arc,-3.4564402103424072,gpt2-medium
27,lexical overlap,mc,-3.3805609226226805,gpt2-medium
27,situational inference,arc,-3.5603203773498535,gpt2-medium
27,situational inference,mc,-3.718231439590454,gpt2-medium
28,event association,arc,-3.703186559677124,gpt2-medium
28,event association,mc,-3.7692728996276856,gpt2-medium
28,lexical overlap,arc,-3.6094247341156005,gpt2-medium
28,lexical overlap,mc,-3.48596510887146,gpt2-medium
28,situational inference,arc,-3.7466297149658203,gpt2-medium
28,situational inference,mc,-3.809721660614014,gpt2-medium
29,event association,arc,-3.766123104095459,gpt2-medium
29,event association,mc,-3.793395233154297,gpt2-medium
29,lexical overlap,arc,-3.6123016834259034,gpt2-medium
29,lexical overlap,mc,-3.254244565963745,gpt2-medium
29,situational inference,arc,-3.663229751586914,gpt2-medium
29,situational inference,mc,-3.7271589279174804,gpt2-medium
30,event association,arc,-4.311651706695557,gpt2-medium
30,event association,mc,-4.48071870803833,gpt2-medium
30,lexical overlap,arc,-4.367250442504883,gpt2-medium
30,lexical overlap,mc,-4.219683122634888,gpt2-medium
30,situational inference,arc,-4.6818877220153805,gpt2-medium
30,situational inference,mc,-4.5827361106872555,gpt2-medium
