item,swapped,prefix,continuation_class,continuation_id,continuation,continuation_type,score
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",event association,15,"That's cool, imagine bumping into a public figure!",vp1,-5.398987770080566
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",lexical overlap,1,That kind of humor help us survive in this rough world.,vp2,-5.6722307205200195
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",lexical overlap,2,Do you like humorous people?,vp2,-5.773683071136475
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",lexical overlap,3,"Haha, to be fair, doesn't he find humor in any situations?",vp2,-5.3558125495910645
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",lexical overlap,4,"Humor is difficult to find when you're down, that's quite impressive.",vp2,-5.511392593383789
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",lexical overlap,5,He must have lots of humorous friends.,vp2,-5.86470890045166
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",situational inference,6,No wonder why people like to be around that teacher!,vp2,-5.5153656005859375
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",situational inference,7,Do you know if spending lots of time with students would have helped?,vp2,-5.840945720672607
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",situational inference,8,I bet that makes the classroom environment much better!,vp2,-5.550097465515137
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",situational inference,9,Do you think that kind of personality just comes naturally?,vp2,-5.649391174316406
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",situational inference,10,How do you think he keeps that attitude?,vp2,-5.432711124420166
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",event association,11,That's a really good attitude to keep.,vp2,-5.732422828674316
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",event association,12,Do you to have that kind of positive mindset?,vp2,-5.723052024841309
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",event association,13,I would rather be grumpy.,vp2,-5.673301696777344
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",event association,14,"Well, I value people expressing anger than just trying to be positive.",vp2,-6.010927200317383
1,FALSE,"The teacher, who met the Illinois governor at a Greek restaurant, finds humor in the worst situations.",event association,15,That's the mindset we need when there are so many crazy things happening in this world.,vp2,-5.151225566864014
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,1,Which restaurant was it?,vp1,-5.353808403015137
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,2,I didn't know the governor likes Greek food.,vp1,-5.439405918121338
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,3,Where was the restaurant located?,vp1,-5.444940090179443
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,4,"Was it only the governor, or were there other people as well?",vp1,-5.466249942779541
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,5,Is any of them Greek?,vp1,-5.595603942871094
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,6,Did they take a picture together?,vp1,-5.521215915679932
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,7,I wonder if they talked about educational policies.,vp1,-5.558654308319092
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,8,I thought the two were incompatible.,vp1,-5.8147478103637695
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,9,I can see that the election season is coming up.,vp1,-5.4570465087890625
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,10,Do you know if it was a coincidence?,vp1,-5.447523593902588
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,11,When did the meeting happen?,vp1,-5.676858901977539
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,12,Why did they meet up in the first place?,vp1,-5.142233371734619
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,13,How did the meeting go?,vp1,-5.311498641967773
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,14,Remind me what kind of meeting this was.,vp1,-5.411933898925781
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,15,"That's cool, imagine bumping into a public figure!",vp1,-5.44880485534668
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,1,That kind of humor help us survive in this rough world.,vp2,-5.631168365478516
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,2,Do you like humorous people?,vp2,-5.787071228027344
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,3,"Haha, to be fair, doesn't he find humor in any situations?",vp2,-5.392435550689697
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,4,"Humor is difficult to find when you're down, that's quite impressive.",vp2,-5.434671401977539
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",lexical overlap,5,He must have lots of humorous friends.,vp2,-5.766799449920654
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,6,No wonder why people like to be around that teacher!,vp2,-5.495113849639893
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,7,Do you know if spending lots of time with students would have helped?,vp2,-5.8365559577941895
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,8,I bet that makes the classroom environment much better!,vp2,-5.601653099060059
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,9,Do you think that kind of personality just comes naturally?,vp2,-5.651762962341309
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",situational inference,10,How do you think he keeps that attitude?,vp2,-5.378725528717041
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,11,That's a really good attitude to keep.,vp2,-5.719602584838867
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,12,Do you to have that kind of positive mindset?,vp2,-5.703052520751953
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,13,I would rather be grumpy.,vp2,-5.60326623916626
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,14,"Well, I value people expressing anger than just trying to be positive.",vp2,-5.795180797576904
1,TRUE,"The teacher, who finds humor in the worst situations, met the Illinois governor at a Greek restaurant.",event association,15,That's the mindset we need when there are so many crazy things happening in this world.,vp2,-5.21185302734375
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,1,At which bank?,vp1,-5.750762462615967
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,2,She opened another account?,vp1,-5.626662731170654
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,3,I don't know why people get new bank accounts.,vp1,-5.421929836273193
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,4,Why did it have to be today?,vp1,-5.463389873504639
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,5,Opening a new bank accounts sounds like a lot of work.,vp1,-5.603412628173828
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,6,She was supposed to go to the City Hall for an interview!,vp1,-5.511721134185791
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,7,I believe that was part of her work writing that news article.,vp1,-5.655858993530273
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,8,"Do you know if it was for work, or for her personal use?",vp1,-5.361711025238037
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,9,I hope she remembers the passcode this time.,vp1,-5.6136298179626465
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,10,"No way, she doesn't even know how to unlock her phone.",vp1,-5.450191974639893
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,11,"I heard that she bought some stocks, too.",vp1,-5.668661594390869
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,12,Do you think she's trying to save more money?,vp1,-5.422656059265137
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,13,I wonder how long that process took.,vp1,-5.681065082550049
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,14,Was there a good deal on the interest rate?,vp1,-5.495673656463623
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,15,Which branch did she go to?,vp1,-5.375439643859863
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,1,"She goes to other churches, too.",vp2,-5.674957275390625
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,2,I wonder why specifically at a local church she's doing the volunteering work.,vp2,-5.300876617431641
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,3,When did she start to volunteer?,vp2,-5.595238208770752
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,4,Are you sure she does it regularly?,vp2,-5.349324703216553
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",lexical overlap,5,How do you know if she volunteers at a local church?,vp2,-5.020306587219238
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,6,I find that silly because she needs to work on being a better mom.,vp2,-5.592191696166992
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,7,Is that to get a good reputation by her neighbors?,vp2,-5.538084506988525
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,8,That is very thoughtful for her to spare her free time for that activity.,vp2,-5.532970428466797
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,9,I bet that would also give her some ideas to write.,vp2,-5.762208938598633
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",situational inference,10,"Huh, I thought she was a cold-blooded lady.",vp2,-5.5241780281066895
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,11,"Didn't her mother make donations, too?",vp2,-5.810685157775879
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,12,"She also works at an orphanage, I believe.",vp2,-5.476682662963867
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,13,Doesn't she also run an adoption campaign?,vp2,-5.592948913574219
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,14,That's great because I think it's important to give back to the community.,vp2,-5.085302352905273
2,FALSE,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",event association,15,That's a good way to keep work-life balance.,vp2,-5.43577241897583
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,1,At which bank?,vp1,-5.486087322235107
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,2,She opened another account?,vp1,-5.481991767883301
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,3,I don't know why people get new bank accounts.,vp1,-5.365133285522461
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,4,Why did it have to be today?,vp1,-5.28068208694458
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,5,Opening a new bank accounts sounds like a lot of work.,vp1,-5.515853404998779
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,6,She was supposed to go to the City Hall for an interview!,vp1,-5.419856548309326
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,7,I believe that was part of her work writing that news article.,vp1,-5.416615009307861
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,8,"Do you know if it was for work, or for her personal use?",vp1,-5.080166339874268
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,9,I hope she remembers the passcode this time.,vp1,-5.318717956542969
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,10,"No way, she doesn't even know how to unlock her phone.",vp1,-5.368499279022217
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,11,"I heard that she bought some stocks, too.",vp1,-5.4706244468688965
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,12,Do you think she's trying to save more money?,vp1,-5.3647284507751465
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,13,I wonder how long that process took.,vp1,-5.47241735458374
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,14,Was there a good deal on the interest rate?,vp1,-5.369832515716553
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,15,Which branch did she go to?,vp1,-5.2140936851501465
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,1,"She goes to other churches, too.",vp2,-5.554711818695068
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,2,I wonder why specifically at a local church she's doing the volunteering work.,vp2,-5.230992317199707
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,3,When did she start to volunteer?,vp2,-5.52255392074585
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,4,Are you sure she does it regularly?,vp2,-5.285820484161377
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",lexical overlap,5,How do you know if she volunteers at a local church?,vp2,-4.9933271408081055
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,6,I find that silly because she needs to work on being a better mom.,vp2,-5.604634761810303
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,7,Is that to get a good reputation by her neighbors?,vp2,-5.532914638519287
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,8,That is very thoughtful for her to spare her free time for that activity.,vp2,-5.420300483703613
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,9,I bet that would also give her some ideas to write.,vp2,-5.644815444946289
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",situational inference,10,"Huh, I thought she was a cold-blooded lady.",vp2,-5.474292278289795
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,11,"Didn't her mother make donations, too?",vp2,-5.746357440948486
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,12,"She also works at an orphanage, I believe.",vp2,-5.429067134857178
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,13,Doesn't she also run an adoption campaign?,vp2,-5.475950241088867
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,14,That's great because I think it's important to give back to the community.,vp2,-5.088998794555664
2,TRUE,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",event association,15,That's a good way to keep work-life balance.,vp2,-5.3594889640808105
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,1,How did she miss the train?,vp1,-5.317428112030029
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,2,Missing a train is definitely not a good start!,vp1,-5.491278648376465
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,3,"Too bad, trains in Chicago can be quite unpredictable.",vp1,-5.545442581176758
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,4,Well it's not just this morning.,vp1,-5.720484733581543
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,5,The same thing happened to me this morning.,vp1,-5.450246334075928
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,6,Did she ever make it to the lab?,vp1,-5.441156387329102
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,7,I thought she drives to campus.,vp1,-5.661130428314209
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,8,So how did she come to office?,vp1,-5.517129421234131
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,9,Did she oversleep or what?,vp1,-5.476848602294922
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,10,I hope she didn't have any important meetings.,vp1,-5.432567596435547
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,11,Was there a delay?,vp1,-5.523890018463135
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,12,I wonder she had to wait for the next one for a long time.,vp1,-5.311559677124023
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,13,I bet she was rushing to the platform.,vp1,-5.663671970367432
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,14,Did she catch the next one?,vp1,-5.492213726043701
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,15,I hope it didn't mess up the schedule too much.,vp1,-5.462349891662598
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,1,That's a lot of wine.,vp2,-5.338829517364502
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,2,Well she used to have three bottles a day six months ago.,vp2,-5.7352423667907715
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,3,"Does she drink white wine, or red wine?",vp2,-5.361610412597656
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,4,Every day?,vp2,-5.480381965637207
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",lexical overlap,5,Two bottles?,vp2,-5.481155872344971
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,6,She should see a therapist.,vp2,-5.726860046386719
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,7,I wonder if that's a cry for help.,vp2,-5.234635353088379
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,8,Is she French?,vp2,-5.675540447235107
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,9,Maybe that's the secret for a productive life.,vp2,-5.7195048332214355
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",situational inference,10,How is she so healthy?,vp2,-5.629581928253174
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,11,But she already drinks two cans of beer every night.,vp2,-5.602137565612793
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,12,I somehow thought that she was allergic to alcohol.,vp2,-5.642216682434082
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,13,I should bring some cheese for her then.,vp2,-5.722336292266846
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,14,I can't even finish a glass.,vp2,-5.37959623336792
3,FALSE,"The professor, who missed a train this morning, drinks two bottles of wine every day.",event association,15,It sounds like she has an unhealthy drinking habit.,vp2,-5.37016487121582
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,1,How did she miss the train?,vp1,-5.122714042663574
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,2,Missing a train is definitely not a good start!,vp1,-5.257120132446289
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,3,"Too bad, trains in Chicago can be quite unpredictable.",vp1,-5.3460845947265625
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,4,Well it's not just this morning.,vp1,-5.45628023147583
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,5,The same thing happened to me this morning.,vp1,-5.239848613739014
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,6,Did she ever make it to the lab?,vp1,-5.27067756652832
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,7,I thought she drives to campus.,vp1,-5.476748466491699
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,8,So how did she come to office?,vp1,-5.3587799072265625
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,9,Did she oversleep or what?,vp1,-5.2728095054626465
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,10,I hope she didn't have any important meetings.,vp1,-5.182193279266357
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,11,Was there a delay?,vp1,-5.331214427947998
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,12,I wonder she had to wait for the next one for a long time.,vp1,-5.090847969055176
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,13,I bet she was rushing to the platform.,vp1,-5.40178918838501
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,14,Did she catch the next one?,vp1,-5.294146537780762
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,15,I hope it didn't mess up the schedule too much.,vp1,-5.115467071533203
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,1,That's a lot of wine.,vp2,-5.1644606590271
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,2,Well she used to have three bottles a day six months ago.,vp2,-5.605029106140137
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,3,"Does she drink white wine, or red wine?",vp2,-5.30418586730957
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,4,Every day?,vp2,-5.25601863861084
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",lexical overlap,5,Two bottles?,vp2,-5.295093059539795
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,6,She should see a therapist.,vp2,-5.557868957519531
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,7,I wonder if that's a cry for help.,vp2,-5.098128318786621
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,8,Is she French?,vp2,-5.505451202392578
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,9,Maybe that's the secret for a productive life.,vp2,-5.331972599029541
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",situational inference,10,How is she so healthy?,vp2,-5.513360500335693
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,11,But she already drinks two cans of beer every night.,vp2,-5.4186296463012695
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,12,I somehow thought that she was allergic to alcohol.,vp2,-5.510720252990723
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,13,I should bring some cheese for her then.,vp2,-5.547301292419434
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,14,I can't even finish a glass.,vp2,-5.194314479827881
3,TRUE,"The professor, who drinks two bottles of wine every day, missed a train this morning.",event association,15,It sounds like she has an unhealthy drinking habit.,vp2,-5.290329456329346
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",lexical overlap,1,Having a bad dream is not new to him.,vp1,-5.3607707023620605
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",lexical overlap,2,He has so many dreams in general.,vp1,-5.679604530334473
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",lexical overlap,3,"What was the dream about, do you know?",vp1,-4.991358757019043
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",lexical overlap,4,He needs a dream catcher.,vp1,-5.671792030334473
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",lexical overlap,5,He had a bad dream?,vp1,-5.324934482574463
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",situational inference,6,He needs a hug.,vp1,-5.6153340339660645
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",situational inference,7,Is that why he looks so tired today?,vp1,-5.325577259063721
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",situational inference,8,That can't be a good excuse why he couldn't finish his work.,vp1,-5.266842842102051
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",situational inference,9,No wonder he has dark circles today.,vp1,-5.640354633331299
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",situational inference,10,"Oh yes, I heard him shout and scream last night.",vp1,-5.674060344696045
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",event association,11,The horror movie he watched last night might be the reason.,vp1,-5.297804832458496
4,FALSE,"The sculptor, who had a bad dream, has a pianist friend.",event association,12,I'm not surprised because he lives in a very haunted apartment.,vp1,-5.3619208335876465
